PathBank ID,Pathway Name,Pathway Subject,Metabolite ID,Metabolite Name,HMDB ID,KEGG ID,ChEBI ID,DrugBank ID,CAS,Formula,IUPAC,SMILES,InChI,InChI Key
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C040034,Hydrogen Ion,HMDB0059597,C00080,15378.0,,,H,hydron,[H+],InChI=1S/p+1,GPRLSGONYQIRFK-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C001420,Water,HMDB0002111,C00001,15377.0,,7732-18-5,H2O,water,O,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C001316,Carbon dioxide,HMDB0001967,C00011,16526.0,,124-38-9,CO2,methanedione,O=C=O,InChI=1S/CO2/c2-1-3,CURLTUGMZLYLDI-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C044564,Indoleglycerol phosphate,,,,,,C11H12NO6P,"(1S,2R)-1-(1H-indol-3-yl)-3-(phosphonatooxy)propane-1,2-diol",[H][C@@](O)(COP([O-])([O-])=O)[C@@]([H])(O)C1=CNC2=CC=CC=C12,"InChI=1S/C11H14NO6P/c13-10(6-18-19(15,16)17)11(14)8-5-12-9-4-2-1-3-7(8)9/h1-5,10-14H,6H2,(H2,15,16,17)/p-2/t10-,11+/m1/s1",NQEQTYPJSIEPHW-MNOVXSKESA-L
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000587,Indole,HMDB0000738,C00463,16881.0,DB04532,120-72-9,C8H7N,1H-indole,N1C=CC2=C1C=CC=C2,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",SIKJAQJRHWYJAI-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000869,D-Glyceraldehyde 3-phosphate,HMDB0001112,C00661,17138.0,DB02263,591-59-3,C3H7O6P,(2-hydroxy-3-oxopropoxy)phosphonic acid,OC(COP(O)(O)=O)C=O,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)",LXJXRIRHZLFYRP-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000120,L-Serine,HMDB0000187,C00065,17115.0,DB00133,56-45-1,C3H7NO3,(2S)-2-amino-3-hydroxypropanoic acid,N[C@@H](CO)C(O)=O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",MTCFGRXMJLQNBG-REOHCLBHSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000741,L-Tryptophan,HMDB0000929,C00078,16828.0,DB00150,73-22-3,C11H12N2O2,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",QIVBCDIJIAJPQS-VIFPVBQESA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C007748,Chorismate,HMDB0012199,C00251,17333.0,,617-12-9,C10H10O6,"(3R,4R)-3-[(1-carboxyeth-1-en-1-yl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylic acid",O[C@@H]1C=CC(=C[C@H]1OC(=C)C(O)=O)C(O)=O,"InChI=1S/C10H10O6/c1-5(9(12)13)16-8-4-6(10(14)15)2-3-7(8)11/h2-4,7-8,11H,1H2,(H,12,13)(H,14,15)/t7-,8-/m1/s1",WTFXTQVDAKGDEY-HTQZYQBOSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000500,L-Glutamine,HMDB0000641,C00064,18050.0,DB00130,56-85-9,C5H10N2O3,(2S)-2-amino-4-carbamoylbutanoic acid,N[C@@H](CCC(N)=O)C(O)=O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000164,Pyruvic acid,HMDB0000243,C00022,32816.0,DB00119,127-17-3,C3H4O3,2-oxopropanoic acid,CC(=O)C(O)=O,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)",LCTONWCANYUPML-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000095,L-Glutamic acid,HMDB0000148,C00025,16015.0,DB00142,56-86-0,C5H9NO4,(2S)-2-aminopentanedioic acid,N[C@@H](CCC(O)=O)C(O)=O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000207,Tryptamine,HMDB0000303,C00398,16765.0,DB08653,61-54-1,C10H12N2,2-(1H-indol-3-yl)ethan-1-amine,NCCC1=CNC2=CC=CC=C12,"InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2",APJYDQYYACXCRM-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C001065,Oxygen,HMDB0001377,C00007,15379.0,,7782-44-7,O2,oxidanone,O=O,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C001783,Hydrogen peroxide,HMDB0003125,C00027,16240.0,,7722-84-1,H2O2,peroxol,OO,InChI=1S/H2O2/c1-2/h1-2H,MHAJPDPJQMAIIY-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C022608,Ammonium,HMDB0041827,C01342,28938.0,,14798-03-9,H4N,azanium,[NH4+],InChI=1S/H3N/h1H3/p+1,QGZKDVFQNNGYKY-UHFFFAOYSA-O
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000926,Indoleacetaldehyde,HMDB0001190,C00637,18086.0,,2591-98-2,C10H9NO,2-(1H-indol-3-yl)acetaldehyde,O=CCC1=CNC2=CC=CC=C12,"InChI=1S/C10H9NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,6-7,11H,5H2",WHOOUMGHGSPMGR-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000528,Indolelactic acid,HMDB0000671,C02043,24813.0,,1821-52-9,C11H11NO3,2-hydroxy-3-(1H-indol-3-yl)propanoic acid,OC(CC1=CNC2=C1C=CC=C2)C(O)=O,"InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)",XGILAAMKEQUXLS-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000146,NADPH,HMDB0000221,C00005,16474.0,,53-57-6,C21H30N7O17P3,"{[(2S,3S,4S,5S)-2-(6-amino-9H-purin-9-yl)-5-[({[({[(2S,3R,4S,5S)-5-(3-carbamoyl-1,4-dihydropyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-4-hydroxyoxolan-3-yl]oxy}phosphonic acid",NC(=O)C1=CN(C=CC1)[C@H]1O[C@@H](COP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O,"InChI=1S/C21H30N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1,3-4,7-8,10-11,13-16,20-21,29-31H,2,5-6H2,(H2,23,32)(H,36,37)(H,38,39)(H2,22,24,25)(H2,33,34,35)/t10-,11-,13-,14-,15-,16-,20-,21-/m0/s1",ACFIXJIJDZMPPO-NCHANQSKSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000143,NADP,HMDB0000217,C00006,18009.0,,53-59-8,C21H29N7O17P3,"1-[(2R,3R,4S,5R)-5-[({[({[(2R,3R,4R,5R)-5-(6-amino-9H-purin-9-yl)-3-hydroxy-4-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-3,4-dihydroxyoxolan-2-yl]-3-carbamoyl-1lambda5-pyridin-1-ylium",NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,"InChI=1S/C21H28N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1-4,7-8,10-11,13-16,20-21,29-31H,5-6H2,(H7-,22,23,24,25,32,33,34,35,36,37,38,39)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",XJLXINKUBYWONI-NNYOXOHSSA-O
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045257,N-hydroxy-L-tryptophan,,,58728.0,,,C11H11N2O3,(2S)-2-(N-hydroxyamino)-3-(1H-indol-3-yl)propanoate,[H][C@@](CC1=CNC2=CC=CC=C12)(NO)C([O-])=O,"InChI=1S/C11H12N2O3/c14-11(15)10(13-16)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13,16H,5H2,(H,14,15)/p-1/t10-/m0/s1",PNBGTYVVHKDDFM-JTQLQIEISA-M
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045258,"N,N-dihydroxy-L-tryptophan",,,58729.0,,,C11H11N2O4,"2-(N,N-dihydroxyamino)-3-(1H-indol-3-yl)propanoate",ON(O)C(CC1=CNC2=C1C=CC=C2)C([O-])=O,"InChI=1S/C11H12N2O4/c14-11(15)10(13(16)17)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12,16-17H,5H2,(H,14,15)/p-1",FKJQZUQEYSGYFZ-UHFFFAOYSA-M
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045259,(E)-indol-3-ylacetaldoxime,,C02937,17545.0,,,C10H10N2O,(E)-N-[2-(1H-indol-3-yl)ethylidene]hydroxylamine,[H]\C(CC1=CNC2=CC=CC=C12)=N/O,"InChI=1S/C10H10N2O/c13-12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,6-7,11,13H,5H2/b12-6+",ZLIGRGHTISHYNH-WUXMJOGZSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045260,(Z)-indol-3-ylacetaldoxime,,,48577.0,,,C10H10N2O,(Z)-N-[2-(1H-indol-3-yl)ethylidene]hydroxylamine,[H]\C(CC1=CNC2=CC=CC=C12)=N\O,"InChI=1S/C10H10N2O/c13-12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,6-7,11,13H,5H2/b12-6-",ZLIGRGHTISHYNH-SDQBBNPISA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045261,indole-3-acetonitrile oxide,,,,,,C10H8N2O,2-(1H-indol-3-yl)acetonitrile oxide,[O-][N+]#CCC1=CNC2=CC=CC=C12,"InChI=1S/C10H8N2O/c13-12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11H,5H2",WOXXCJPORJLDNR-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000080,Glutathione,HMDB0000125,C00051,16856.0,DB00143,70-18-8,C10H17N3O6S,(2S)-2-amino-4-{[(1R)-1-[(carboxymethyl)carbamoyl]-2-sulfanylethyl]carbamoyl}butanoic acid,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1",RWSXRVCMGQZWBV-WDSKDSINSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045262,indole-3-acetohydroximoyl-glutathione,,,,,,C20H24N5O7S,4-amino-4-carboxy-N-{1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-{[(1Z)-1-(hydroxyimino)-2-(1H-indol-3-yl)ethyl]sulfanyl}ethyl}butanecarboximidate,NC(CCC([O-])=NC(CS\C(CC1=CNC2=CC=CC=C12)=N/O)C(O)=NCC(O)=O)C(O)=O,"InChI=1S/C20H25N5O7S/c21-13(20(30)31)5-6-16(26)24-15(19(29)23-9-18(27)28)10-33-17(25-32)7-11-8-22-14-4-2-1-3-12(11)14/h1-4,8,13,15,22,32H,5-7,9-10,21H2,(H,23,29)(H,24,26)(H,27,28)(H,30,31)/p-1/b25-17-",RAKAOQJZHXOSHL-UQQQWYQISA-M
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045263,indole-3-acetohydroximoyl-cysteinylglycine,,,,,,C15H18N4O4S,2-[(2-amino-1-hydroxy-3-{[(1Z)-1-(hydroxyimino)-2-(1H-indol-3-yl)ethyl]sulfanyl}propylidene)amino]acetic acid,NC(CS\C(CC1=CNC2=CC=CC=C12)=N/O)C(O)=NCC(O)=O,"InChI=1S/C15H18N4O4S/c16-11(15(22)18-7-14(20)21)8-24-13(19-23)5-9-6-17-12-4-2-1-3-10(9)12/h1-4,6,11,17,23H,5,7-8,16H2,(H,18,22)(H,20,21)/b19-13-",PQEHILHGDWJAOT-UYRXBGFRSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045264,indolylmethylthiohydroximate,,C16516,,,,C10H10N2OS,3-{[oxidothio(carbonoimidyl)]methyl}-1H-indol-1-ium,[O-]N=C(S)CC1=C[NH2+]C2=CC=CC=C12,"InChI=1S/C10H10N2OS/c13-12-10(14)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11,13H,5H2,(H,12,14)",NPTAQBFHUNRJAR-UHFFFAOYSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C010294,Serylglycine,HMDB0029039,,74814.0,,687-63-8,C5H10N2O4,2-[(2S)-2-amino-3-hydroxypropanamido]acetic acid,N[C@@H](CO)C(=O)NCC(O)=O,"InChI=1S/C5H10N2O4/c6-3(2-8)5(11)7-1-4(9)10/h3,8H,1-2,6H2,(H,7,11)(H,9,10)/t3-/m0/s1",WOUIMBGNEUWXQG-VKHMYHEASA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000193,Uridine diphosphate glucose,HMDB0000286,C00029,,DB01861,133-89-1,C15H24N2O17P2,"[({[(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})phosphinic acid",OC[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/t5-,6-,8-,9-,10+,11-,12-,13-,14?/m0/s1",HSCJRCZFDFQWRP-LPTOLDDLSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000201,Uridine 5'-diphosphate,HMDB0000295,C00015,17659.0,DB03435,58-98-0,C9H14N2O12P2,"[({[(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid",O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,"InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",XCCTYIAWTASOJW-XVFCMESISA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045265,indolylmethyl-desulfoglucosinolate,,C16517,,,,C16H20N2O6S,"(2S,3R,4S,5S,6R)-2-{[(1E)-1-(hydroxyimino)-2-(1H-indol-3-yl)ethyl]sulfanyl}-6-(hydroxymethyl)oxane-3,4,5-triol",[H][C@]1(CO)O[C@@]([H])(S\C(CC2=CNC3=CC=CC=C23)=N\O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,"InChI=1S/C16H20N2O6S/c19-7-11-13(20)14(21)15(22)16(24-11)25-12(18-23)5-8-6-17-10-4-2-1-3-9(8)10/h1-4,6,11,13-17,19-23H,5,7H2/b18-12+/t11-,13-,14+,15-,16+/m1/s1",CWNIQCOMWQROPA-NMIPTCLMSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000886,Phosphoadenosine phosphosulfate,HMDB0001134,C00053,17980.0,,482-67-7,C10H15N5O13P2S,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]sulfonic acid",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,"InChI=1S/C10H15N5O13P2S/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(27-29(17,18)19)4(26-10)1-25-30(20,21)28-31(22,23)24/h2-4,6-7,10,16H,1H2,(H,20,21)(H2,11,12,13)(H2,17,18,19)(H,22,23,24)/t4-,6-,7-,10-/m1/s1",GACDQMDRPRGCTN-KQYNXXCUSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000043,"Adenosine 3',5'-diphosphate",HMDB0000061,C00054,17985.0,,1053-73-2,C10H15N5O10P2,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}phosphonic acid",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,"InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(25-27(20,21)22)4(24-10)1-23-26(17,18)19/h2-4,6-7,10,16H,1H2,(H2,11,12,13)(H2,17,18,19)(H2,20,21,22)/t4-,6-,7-,10-/m1/s1",WHTCPDAXWFLDIH-KQYNXXCUSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C011457,Glucobrassicin,HMDB0030243,,,,4356-52-9,C16H20N2O9S2,"{[(E)-[2-(1H-indol-3-yl)-1-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanyl}ethylidene]amino]oxy}sulfonic acid",OCC1OC(S\C(CC2=CNC3=CC=CC=C23)=N\OS(O)(=O)=O)C(O)C(O)C1O,"InChI=1S/C16H20N2O9S2/c19-7-11-13(20)14(21)15(22)16(26-11)28-12(18-27-29(23,24)25)5-8-6-17-10-4-2-1-3-9(8)10/h1-4,6,11,13-17,19-22H,5,7H2,(H,23,24,25)/b18-12+",DNDNWOWHUWNBCK-LDADJPATSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000395,β-D-Glucose,HMDB0000516,C00221,15903.0,,492-61-5,C6H12O6,"(2R,3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1",WQZGKKKJIJFFOK-VFUOTHLCSA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045266,indolylmethyl glucosinolate aglycone,,,,,,C10H8N2O4S2,[2-(1H-indol-3-yl)-1-sulfanidylethylidene]amino sulfate,[O-]S(=O)(=O)ON=C([S-])CC1=CNC2=CC=CC=C12,"InChI=1S/C10H10N2O4S2/c13-18(14,15)16-12-10(17)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,17)(H,13,14,15)/p-2",IDPCCZAHFVRMNJ-UHFFFAOYSA-L
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C019230,Neoglucobrassicin,HMDB0038384,C08424,27506.0,,5187-84-8,C17H22N2O10S2,"{[(E)-[2-(1-methoxy-1H-indol-3-yl)-1-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanyl}ethylidene]amino]oxy}sulfonic acid",CON1C=C(C\C(SC2OC(CO)C(O)C(O)C2O)=N/OS(O)(=O)=O)C2=CC=CC=C12,"InChI=1S/C17H22N2O10S2/c1-27-19-7-9(10-4-2-3-5-11(10)19)6-13(18-29-31(24,25)26)30-17-16(23)15(22)14(21)12(8-20)28-17/h2-5,7,12,14-17,20-23H,6,8H2,1H3,(H,24,25,26)/b18-13+",PKKMITFKYRCCOL-QGOAFFKASA-N
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045267,4-hydroxy-3-indolylmethyl-glucosinolate,,C08422,1865.0,,,C16H19N2O10S2,"3-[(2Z)-2-[(sulfooxy)imino]-2-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanyl}ethyl]-1H-indol-4-olate",[H][C@]1(CO)O[C@@]([H])(S\C(CC2=CNC3=C2C([O-])=CC=C3)=N/OS(O)(=O)=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,"InChI=1S/C16H20N2O10S2/c19-6-10-13(21)14(22)15(23)16(27-10)29-11(18-28-30(24,25)26)4-7-5-17-8-2-1-3-9(20)12(7)8/h1-3,5,10,13-17,19-23H,4,6H2,(H,24,25,26)/p-1/b18-11-/t10-,13-,14+,15-,16+/m1/s1",CSMYCLLHRFFFLG-WVGMDVCISA-M
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000921,S-Adenosylmethionine,HMDB0001185,C00019,15414.0,DB00118,485-80-3,C15H23N6O5S,"[(3S)-3-amino-3-carboxypropyl]({[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl})methylsulfanium",C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,"InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27?/m0/s1",MEFKEPWMEQBLKI-AIRLBKTGSA-O
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C045268,4-methoxy-3-indolylmethyl-glucosinolate,,C08423,62725.0,,,C17H21N2O10S2,"(Z)-[2-(4-methoxy-1H-indol-3-yl)-1-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanyl}ethylidene]amino sulfate",[H][C@]1(CO)O[C@@]([H])(S\C(CC2=CNC3=C2C(OC)=CC=C3)=N/OS([O-])(=O)=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,"InChI=1S/C17H22N2O10S2/c1-27-10-4-2-3-9-13(10)8(6-18-9)5-12(19-29-31(24,25)26)30-17-16(23)15(22)14(21)11(7-20)28-17/h2-4,6,11,14-18,20-23H,5,7H2,1H3,(H,24,25,26)/p-1/b19-12-/t11-,14-,15+,16-,17+/m1/s1",IIAGSABLXRZUSE-KYKLFQSUSA-M
SMP0002445,Tryptophan Metabolism,Metabolic,PW_C000749,S-Adenosylhomocysteine,HMDB0000939,C00021,16680.0,,979-92-0,C14H20N6O5S,"(2S)-2-amino-4-({[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl}sulfanyl)butanoic acid",N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O,"InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1",ZJUKTBDSGOFHSH-WFMPWKQPSA-N
SMP0002457,Tyrosine Metabolism,Metabolic,PW_C007748,Chorismate,HMDB0012199,C00251,17333.0,,617-12-9,C10H10O6,"(3R,4R)-3-[(1-carboxyeth-1-en-1-yl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylic acid",O[C@@H]1C=CC(=C[C@H]1OC(=C)C(O)=O)C(O)=O,"InChI=1S/C10H10O6/c1-5(9(12)13)16-8-4-6(10(14)15)2-3-7(8)11/h2-4,7-8,11H,1H2,(H,12,13)(H,14,15)/t7-,8-/m1/s1",WTFXTQVDAKGDEY-HTQZYQBOSA-N
SMP0002457,Tyrosine Metabolism,Metabolic,PW_C007823,Prephenate,HMDB0012283,C00254,16666.0,,126-49-8,C10H10O6,"1-(2-carboxy-2-oxoethyl)-4-hydroxycyclohexa-2,5-diene-1-carboxylic acid",OC1C=CC(CC(=O)C(O)=O)(C=C1)C(O)=O,"InChI=1S/C10H10O6/c11-6-1-3-10(4-2-6,9(15)16)5-7(12)8(13)14/h1-4,6,11H,5H2,(H,13,14)(H,15,16)",FPWMCUPFBRFMLH-UHFFFAOYSA-N
SMP0002457,Tyrosine Metabolism,Metabolic,PW_C000558,4-Hydroxyphenylpyruvic acid,HMDB0000707,C01179,15999.0,DB07718,156-39-8,C9H8O4,3-(4-hydroxyphenyl)-2-oxopropanoic acid,OC(=O)C(=O)CC1=CC=C(O)C=C1,"InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)",KKADPXVIOXHVKN-UHFFFAOYSA-N
SMP0002457,Tyrosine Metabolism,Metabolic,PW_C040034,Hydrogen Ion,HMDB0059597,C00080,15378.0,,,H,hydron,[H+],InChI=1S/p+1,GPRLSGONYQIRFK-UHFFFAOYSA-N
SMP0002457,Tyrosine Metabolism,Metabolic,PW_C001966,4-Hydroxyphenylacetaldehyde,HMDB0003767,C03765,15621.0,,7339-87-9,C8H8O2,2-(4-hydroxyphenyl)acetaldehyde,OC1=CC=C(CC=O)C=C1,"InChI=1S/C8H8O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,6,10H,5H2",IPRPPFIAVHPVJH-UHFFFAOYSA-N
